Date,DIS,CVS,OXY,GS,MRK,UNP,V,AA,EXC
5/2/11," 81,792,909,312 "," 49,952,030,720 "," 90,746,486,784 "," 85,028,446,208 "," 112,254,967,808 "," 50,935,717,888 "," 56,994,168,832 "," 18,795,853,824 "," 27,992,463,360 "
